 	Trajectory	Frame	x	y	z	m0	m1	m2	m3	m4	NPscore
669	27	224	478.959	535.182	0	23.114	2.742	9.102	33.776	135.471	0.070
670	27	225	459.091	533.783	0	22.255	2.770	9.291	34.836	141.100	5.506E-7
671	27	226	436.890	535.247	0	21.886	2.761	9.226	34.463	139.089	6.006E-7
672	27	227	415.799	535.765	0	22.493	2.772	9.285	34.695	139.831	0.032
673	27	228	398.518	537.033	0	22.070	2.753	9.195	34.393	139.247	0.004
674	27	229	381.439	536.268	0	21.391	2.750	9.157	34.054	136.682	1.074E-7
675	27	230	367.030	534.806	0	21.774	2.783	9.397	35.522	145.220	4.647
676	27	231	349.841	536.361	0	21.332	2.750	9.160	34.088	136.991	0.001
677	27	232	330.479	534.550	0	19.070	2.817	9.637	36.923	153.044	3.641E-16
678	27	233	318.441	537.982	0	19.159	2.846	9.870	38.526	163.572	8.567E-17
679	27	234	300.369	538.639	0	19.107	2.786	9.423	35.673	146.008	6.470E-4
680	27	235	285.259	541.799	0	17.933	2.869	10.026	39.414	168.325	0.143
681	27	236	269.700	543.584	0	18.246	2.834	9.751	37.575	156.688	0
682	27	237	253.551	544.684	0	17.777	2.841	9.829	38.201	160.983	6.866E-44
683	27	238	230.555	553.082	0	17.455	2.863	9.997	39.317	168.267	6.019E-8
684	27	239	216.339	551.169	0	17.952	2.834	9.784	37.961	159.820	0
685	27	240	197.651	556.629	0	18.822	2.768	9.291	34.852	141.193	0
686	27	241	182.844	557.804	0	17.233	2.887	10.163	40.219	172.787	0
687	27	242	166.193	561.805	0	16.822	2.910	10.353	41.549	181.586	0
688	27	243	148.129	561.010	0	17.439	2.901	10.288	41.154	179.359	0
689	27	244	131.853	563.412	0	18.583	2.766	9.276	34.810	141.268	0
690	27	245	108.478	561.680	0	19.001	2.751	9.153	33.990	136.101	4.269E-37
691	27	246	94.546	565.759	0	20.445	2.712	8.891	32.525	128.312	5.499E-10
692	27	247	71.102	565.131	0	19.473	2.753	9.187	34.321	138.718	8.059E-34
693	27	248	50.104	566.014	0	17.974	2.840	9.814	38.105	160.545	0
694	27	249	24.364	565.572	0	19.881	2.712	8.894	32.537	128.339	3.156E-29
695	27	250	6.114	559.486	0	18.086	2.724	8.986	33.107	131.727	0
696	28	217	548.517	1140.493	0	23.811	2.873	9.919	38.064	156.951	0.005
697	28	218	524.773	1135.718	0	23.977	2.892	10.067	39.023	162.843	9.277E-8
698	28	219	497.002	1138.366	0	23.440	2.915	10.259	40.300	170.860	9.114E-4
699	28	220	469.764	1137.934	0	23.314	2.930	10.382	41.115	175.942	1.750E-4
700	28	224	375.614	1132.652	0	21.824	2.922	10.271	40.182	169.120	0.001
701	29	228	1029.346	246.416	0	23.473	2.709	8.870	32.381	127.425	3.190
702	29	229	1009.140	242.234	0	23.445	2.734	9.037	33.353	132.898	1.545
703	29	230	992.802	245.952	0	22.275	2.791	9.423	35.564	145.029	8.996
704	29	231	976.176	248.315	0	22.770	2.729	8.999	33.106	131.371	0.002
705	29	232	958.351	250.347	0	22.367	2.732	9.017	33.175	131.567	0.035
706	29	233	940.230	246.673	0	22.075	2.754	9.165	34.018	136.143	1.594
707	29	234	918.939	245.226	0	22.600	2.771	9.318	35.100	143.193	3.650E-9
708	29	235	899.731	243.998	0	22.243	2.747	9.155	34.146	137.822	1.679E-41
709	29	236	878.744	244.810	0	22.927	2.727	8.995	33.097	131.351	0
710	29	237	862.806	248.010	0	22.255	2.756	9.215	34.509	139.939	6.866E-44
711	29	238	840.371	248.816	0	18.997	2.687	8.772	32.062	126.794	6.019E-8
712	29	239	822.122	248.734	0	23.276	2.774	9.313	34.929	141.490	0
713	29	240	797.766	250.865	0	24.252	2.725	8.969	32.920	130.351	0
714	29	241	783.206	247.634	0	23.761	2.713	8.887	32.457	127.756	0
715	29	242	766.646	244.971	0	23.604	2.733	9.036	33.354	132.957	0
716	29	243	746.452	244.888	0	23.786	2.729	8.988	33.000	130.625	0
717	29	244	726.166	242.895	0	23.566	2.750	9.136	33.875	135.544	0
718	29	245	700.372	242.774	0	23.158	2.733	9.016	33.141	131.248	4.269E-37
719	29	246	681.374	242.636	0	22.613	2.767	9.234	34.334	137.481	5.499E-10
720	29	247	660.488	242.511	0	23.445	2.741	9.057	33.298	131.719	8.059E-34
721	29	248	638.863	239.872	0	23.242	2.793	9.427	35.502	144.270	0
722	29	249	614.780	239.827	0	23.565	2.763	9.214	34.257	137.317	3.156E-29
723	29	250	596.183	240.989	0	23.297	2.809	9.535	36.145	147.968	0
724	29	251	572.542	243.827	0	22.137	2.840	9.732	37.186	153.202	0
725	29	252	551.982	248.657	0	22.836	2.814	9.573	36.385	149.414	0
726	29	253	530.276	250.027	0	21.778	2.852	9.808	37.625	155.721	2.248E-35
727	29	254	507.268	250.121	0	22.247	2.809	9.521	35.993	146.734	6.189E-27
728	29	255	485.635	249.505	0	21.871	2.785	9.334	34.802	139.570	0.008
729	29	256	461.002	250.396	0	22.260	2.801	9.472	35.745	145.540	2.191E-4
730	29	257	441.650	251.355	0	22.281	2.763	9.185	33.959	135.033	1.884E-4
731	29	258	422.552	254.629	0	21.915	2.758	9.163	33.879	134.777	4.023E-4
732	29	259	399.724	257.418	0	21.262	2.788	9.353	34.904	140.150	1.522E-10
733	29	260	379.807	257.553	0	21.106	2.770	9.248	34.387	137.704	0
734	29	261	356.035	256.606	0	20.901	2.777	9.313	34.849	140.712	1.418E-12
735	29	262	334.479	256.859	0	20.634	2.763	9.210	34.206	136.885	0
736	29	263	314.622	257.441	0	20.080	2.702	8.817	32.064	125.612	0
737	29	264	292.570	255.016	0	19.177	2.777	9.333	35.052	142.190	0
738	29	265	268.695	254.830	0	19.366	2.746	9.108	33.683	134.303	0
739	29	266	247.593	260.330	0	19.171	2.729	8.976	32.867	129.549	0
740	29	267	229.244	259.941	0	19.023	2.752	9.144	33.907	135.701	0
741	29	268	213.018	261.996	0	18.207	2.823	9.638	36.788	151.792	0
742	29	269	196.415	266.362	0	18.196	2.758	9.161	33.855	134.613	0
743	29	270	175.624	266.577	0	17.703	2.764	9.190	33.978	135.106	0
744	29	271	155.159	270.992	0	17.067	2.832	9.691	37.059	153.140	0
745	29	272	132.656	274.092	0	16.617	2.811	9.526	35.982	146.488	0
746	30	251	1008.702	685.744	0	10.423	2.351	6.659	20.971	71.404	0
747	30	252	1001.846	681.634	0	10.560	2.402	6.960	22.475	78.621	0
748	30	253	996.984	677.669	0	10.588	2.408	7.024	22.999	82.529	0
749	31	253	933.373	1369.016	0	18.274	3.137	11.864	50.082	228.152	2.248E-35
750	31	254	907.514	1364.168	0	19.265	3.081	11.452	47.519	212.756	6.189E-27
751	31	255	888.646	1362.893	0	21.780	2.962	10.569	42.045	180.368	0.008
752	31	256	862.536	1360.361	0	21.556	2.993	10.793	43.403	188.162	2.191E-4
753	31	257	840.943	1355.617	0	22.377	2.978	10.689	42.805	184.922	1.884E-4
754	31	258	816.549	1356.095	0	21.948	2.966	10.618	42.439	183.063	4.023E-4
755	31	259	787.804	1357.190	0	23.155	2.961	10.574	42.146	181.251	1.522E-10
756	31	261	738.871	1357.983	0	22.110	3.079	11.445	47.543	213.283	1.418E-12
757	32	261	1024.740	1046.218	0	25.117	2.753	9.165	34.070	136.759	1.916E-30
758	32	262	1007.973	1045.454	0	25.363	2.797	9.473	35.861	146.691	0
759	32	263	985.438	1043.198	0	25.726	2.751	9.142	33.889	135.503	0
760	32	264	970.916	1045.905	0	26.531	2.787	9.394	35.388	144.087	0
761	32	265	950.336	1047.129	0	27.310	2.771	9.255	34.456	138.286	0
762	32	266	931.421	1040.501	0	28.003	2.757	9.134	33.631	133.171	0
763	32	267	916.813	1042.827	0	27.844	2.805	9.476	35.659	144.593	0
764	32	268	894.957	1040.658	0	27.578	2.802	9.477	35.759	145.603	0
765	32	269	870.063	1041.279	0	27.468	2.816	9.561	36.207	147.925	0
766	32	270	846.664	1040.215	0	27.080	2.792	9.384	35.107	141.372	0
767	32	271	822.433	1043.416	0	27.085	2.797	9.422	35.331	142.590	0
768	32	272	801.057	1036.963	0	27.866	2.823	9.619	36.606	150.556	0
769	32	273	780.453	1036.567	0	27.744	2.778	9.273	34.400	137.204	0
770	32	274	761.102	1037.645	0	28.065	2.795	9.405	35.286	142.785	3.4e38
771	32	275	739.343	1040.141	0	28.860	2.775	9.242	34.226	136.478	3.4e38
772	32	276	714.965	1042.260	0	28.235	2.824	9.618	36.548	149.923	3.4e38
773	32	277	690.295	1039.269	0	28.088	2.813	9.527	35.921	145.847	3.4e38
774	32	278	668.125	1040.349	0	27.325	2.914	10.427	42.685	194.641	3.4e38
775	32	279	643.856	1039.097	0	27.522	2.889	10.183	40.720	179.523	3.4e38
776	32	280	621.223	1034.139	0	28.851	2.814	9.518	35.850	145.481	0
777	32	281	598.680	1037.100	0	28.671	2.804	9.463	35.600	144.473	0
778	32	282	581.964	1032.941	0	28.420	2.817	9.574	36.333	148.948	0
779	32	283	559.800	1028.626	0	28.467	2.759	9.148	33.739	133.964	0
780	32	284	537.497	1033.979	0	27.921	2.790	9.390	35.255	142.853	0
781	32	285	519.120	1037.222	0	28.025	2.766	9.218	34.241	137.197	0
782	32	286	499.887	1035.832	0	28.105	2.775	9.263	34.449	138.128	0
783	32	287	478.732	1035.114	0	28.008	2.774	9.265	34.486	138.419	0
784	32	288	456.874	1036.882	0	27.636	2.789	9.383	35.201	142.484	0
785	32	289	435.488	1036.010	0	27.822	2.796	9.426	35.455	143.943	0
786	32	290	415.480	1035.427	0	27.297	2.749	9.095	33.467	132.478	0
787	32	291	396.573	1035.722	0	27.581	2.755	9.132	33.674	133.629	1.663E-37
788	32	292	375.215	1037.982	0	26.641	2.811	9.548	36.216	148.302	2.160E-31
789	32	293	354.443	1040.284	0	26.450	2.774	9.265	34.431	137.689	0
790	32	294	334.435	1041.578	0	25.533	2.797	9.414	35.237	141.801	0
791	32	295	314.284	1039.621	0	24.995	2.831	9.660	36.689	149.967	0
792	32	296	287.149	1043.433	0	24.543	2.865	9.894	38.080	157.915	4.367E-28
793	32	297	263.013	1042.929	0	24.579	2.888	10.085	39.397	166.461	8.831E-25
794	32	298	241.059	1043.738	0	24.652	2.815	9.567	36.280	148.422	8.788E-33
795	32	299	218.394	1045.459	0	24.484	2.791	9.381	35.077	141.075	2.803E-45
796	32	300	194.645	1046.300	0	24.610	2.751	9.120	33.653	133.674	8.186E-26
797	33	280	1029.599	537.212	0	21.191	2.760	9.222	34.432	138.899	0
798	33	281	1013.664	536.503	0	21.563	2.739	9.076	33.572	133.968	0
799	33	282	994.968	534.965	0	21.647	2.796	9.531	36.523	152.027	0
800	33	283	977.279	535.532	0	20.904	2.741	9.108	33.853	135.975	0
801	33	284	956.512	531.185	0	19.593	2.848	9.841	38.082	159.420	0
802	33	285	940.711	530.226	0	19.189	2.814	9.630	36.945	153.484	0
803	33	286	922.452	531.285	0	19.664	2.811	9.556	36.282	148.700	0
804	33	287	908.237	532.040	0	21.261	2.786	9.445	35.924	148.091	0
805	33	288	886.746	527.504	0	21.820	2.737	9.053	33.383	132.674	0
806	33	289	864.718	530.739	0	22.320	2.714	8.910	32.637	128.920	0
807	33	290	846.662	532.765	0	22.502	2.748	9.120	33.734	134.474	0
808	33	291	821.637	530.628	0	23.411	2.701	8.811	32.041	125.549	1.663E-37
809	33	292	804.268	530.706	0	22.859	2.719	8.937	32.777	129.659	2.160E-31
810	33	293	788.973	530.975	0	21.103	2.810	9.632	37.154	155.790	0
811	33	294	770.209	527.296	0	20.438	2.792	9.462	35.924	147.591	0
812	33	295	749.124	529.851	0	20.124	2.809	9.592	36.729	152.370	0
813	33	296	730.215	525.701	0	20.977	2.760	9.232	34.516	139.391	4.367E-28
814	33	297	712.346	529.667	0	21.309	2.746	9.117	33.793	135.147	8.831E-25
815	33	298	693.499	528.345	0	20.751	2.763	9.254	34.633	139.901	8.788E-33
816	33	299	671.618	526.273	0	19.897	2.790	9.429	35.619	145.319	2.803E-45
817	33	300	653.213	523.635	0	21.131	2.752	9.176	34.199	137.653	8.186E-26
